báj eč n ý	0110
báj i t	1010
bajonet y	1010
bakalář sk ého	0110
bakalář sk ém	0110
bakalář sk ý	0110
bakan á	0110
bakch ic k ost	0110
bá l a	0110
balabán	0110
balabán ovi	0110
balalajk a	1010
balamut i t	1010
balanc ova t	1010
bál	0110
baldurbudur	0110
baldurbuduř in y	0110
bál e	1010
bal en í	0110
bal en ý	0110
bal en ých	0110
balgar ův	0110
bá l i	0110
bal íč ek	0110
bal ík	0110
bal ík ov ost	0110
bal ík u	0110
bal i t	1010
balkón	1010
balkon y	0110
bál ov é	0110
balzam ova t	0110
balzám ov ost	0110
banál n í	1010
banál n ími	1010
banc e	1010
band a	0110
band áž ova t	0110
bandinelli ho	0110
bandit a	0110
bandit i	0110
band it o	0111
band o	0111
bandž a	1010
bangkok	0110
bangkok sk ém	0110
bangkok sk ý	0110
bangkok u	0110
bani a	0110
bán i t	1010
bank a	1010
bank ách	1010
bank ami	1010
bank	1010
bank ou	1010
bank ovek	0110
bank ovk a	0110
bank ov k y	0110
bank ovn í	0110
bank ovn ího	0110
bank ovn ím	0110
bank rot	1010
bank rot ech	1010
bank rot u	1010
bank rot ů	1010
bank rot y	1010
bank u	1010
bank y	1010
barák ama	1010
barák	1010
barák u	1010
baranj ův	0110
baret	1010
bariér u	1010
barik ád ova t	0110
barnabáš	0110
baron a	1010
baron	1010
bartoch	0110
bartošek	0110
bartošk ovi	0110
barv a	1010
barv ách	1010
barv ami	1010
barv ě	0110
barv en é	0110
barv en ý	0110
barv i l i	0110
barv i t	0110
barv iv y	0110
barv o cit	1011
barv u	1010
baryn a	0110
baryn u	0110
barzoj	1010
bas a	0110
báš a	0110
bas	0110
báseň	1010
básn ě	0110
básn í	0110
básn ík	0110
básn i t	0110
bas ova t	0110
bas ov ě	0110
basta	0110
bastard n í	0110
bašt i t	0110
bať a	0110
bá t	0110
bateri e	1010
bater k a	0110
bater k ou	0110
báth ů	0110
batik ova t	1010
batik ov ý	0110
batňovic	0110
batol i t	0110
báťušk a	1010
báťušk o	1011
bav i l	1010
bav í m	1010
bav í me	1010
bav i t	1010
bavor sk u	0110
bavs a	0110
bawden	0110
ba že	1010
bá zeň	0110
bazén u	1010
bažin a	0110
bažin ou	0110
baz ír ova t	0110
baž i t	1010
bá z l iv á	0110
bá z l iv ě	0110
bá z l iv ě t	0110
bá z l iv ost í	0110
bá zn ě	0110
bá zn i	0110
bá zn í	0110
bd í t	1010
beč c e	1010
beč e t	0110
beč í	0110
běd a	0110
bedn i t	0110
bedn u	1010
běd ova l a	0110
běd ova l	0110
běd ova t	0110
beduín	0110
bedýn c e	0110
bedýn k a	0110
béé	0110
běh á	0110
běh aj e	0110
běh aj í	0110
běh a l	0110
běh a l i	0110
běh a t	0110
běh	0110
běh em	0110
běh u	0110
bej v á	1010
bej v a l a	1010
bej v a l	1010
bek a t	1010
bekem	1010
běl a	0110
běl ás k ové	0110
běl a t	0110
bel cant ov ost	0110
běleck ý	0110
běl e t	0110
belgi e	0110
belgi i	0110
belh a l a	1010
belh a t	1010
beliefs	0110
belijefs	0110
běl i t	0110
bellová	0110
běl och a	0110
běl och	0110
běl ost í	0110
běl ost n ým	0110
běl o vlas é	1011
benares u	0110
ben	0110
bend i t	0110
bendž o	1011
benedikt ýn ů	1010
benedikt ýn ům	1010
benedikt ýn y	1010
beneš č in	0110
bentham a	0110
bentham ovi	0110
benzin a	0110
benzín	1010
benzin u	1010
benzín u	1010
benzín ů	1010
benzin y	1010
benzín y	1010
benz yl chor id	0110
beran	0110
beran ic i	0110
beran i t	1010
ber	0110
ber e	0110
bereh ov sk y	0110
bergam o	0111
bergson	0110
bergson ov a	0110
berhof	0110
berlín sk ého	0110
berlín sk ý	0110
ber n í	0110
berthelot a	0110
besed ě	1010
besed ova t	0110
besed y	1010
besemer ova c í	0110
besemer ova t	1010
běs n i t	0110
beso	0110
best i e	1010
bet a	0110
beta karoten u	1011
betlém sk é	0110
beton ova t	0110
beton u	1010
bez	0110
běž	1010
bez bol est n ěji	0110
bez bož n ost	0110
bez bran n é	1010
bez břeh ý	0110
bez cen n é	0110
bez cen n ou	0110
bez chyb n ě	0110
bez chyb n ý	1010
bez dů vod n á	0110
bez dů vod n ý	0110
beze	0110
běž e l a	1010
běž e l	1010
běž e l i	1010
běž e l o	1011
beze sn ých	0110
beze s ráž k ov ost	0110
běž e t	1010
bez freon ov ý	1010
bez hříš n ost	0110
běž í	1010
běž í m	1010
bez krev n é	1010
bez krev n ý	1010
bez mez n ou	0110
bez moc	0110
bez moc i	0110
bez moc n ě	0110
bez na děj n ějš ího	0110
běž n é	0110
běž ně	0110
běž n ého	0110
běž n ém	0110
bez nos k ův	0110
běž n ý	0110
běž n ých	0110
běž n ým	0110
bez o hled n á	0111
bez o hled n ě	0111
bez o hled n ý	0111
bez olov nat ého	0110
bezpeč i t	0110
bezpeč n ý	0110
bez plat n ou	0110
bez po chyb y	0110
bez po čt u krát	0110
bez pod mín eč n a	0110
bez pod mín eč n é	1010
bez pod mín eč n ou	1010
bez před mět n ý	0110
bez před po klad ov á	0110
bez pro střed n ě	0110
bez pro střed n ěji	0110
bez pro střed n í	1010
bez pro střed n ím	1010
bez rad n ě	0110
běž te	1010
bez t oho	1010
bez tvar é	1010
bez vad n ých	0110
bez věr ec k ý	0110
bez větr n o	0111
bez vý sled n ě	0110
bez vý znam n é	0110
biagio	0110
biarritz i	0110
bibl e	1010
bibl i	1010
bibl io ték ách	1011
bic	0110
bič em	0110
bič ova l i	0110
bič ova t	0110
bíd a	1010
bíd ák	0110
bíd ák u	0110
bíd n é	0110
bíd n ě	0110
bíd n ík u	0110
bíd n ou	0110
bíd n ý	0110
bíd y	1010
biedermeier ov ý	0110
bifl ova t	1010
big bít ov ej	0110
big bít ov ý	0110
bijedermeijer ov ý	0110
bi j í	1010
bikin ách	1010
bikin y	1010
bi lab iál a	1011
bíl á	1010
bilanc e	1010
bilanč n í	0110
bilanč n ího	0110
bilanc ova t	1010
bíl e	0110
bíl é	1010
bíl ého	1010
bíl ém	1010
bíl í	1010
bíl i t	0110
bíl ou	1010
bíl ý	1010
bíl ých	1010
bíl ými	1010
bimb a l a	1010
bimb a l	1010
binar ův	0110
bio blouz n iv ec	1011
bio chem ick ou	0110
bio log ic k ém	0110
bio log ic k ý	0110
bio naft u	1011
bio naft y	1011
bio sad	1011
bio s lož k a	1011
biřm ova t	1010
bí t	1010
bivak ova t	1010
bižuteri e	0110
blábol í š	0110
blábol i t	0110
blaf a t	1010
blaf nou t	0110
blagověščensk u	0110
blah a	0110
blah em	0110
blah o dár n ým	1011
blah o př á l i	1011
blah o přá t	1011
blah o pře je me	1011
blah o řeč i t	1011
blah o slav i t	1011
blam ova t	1010
blát a	1010
blát em	1010
blát o	1011
blaž ek ov á	0110
blázen	1010
blaž e n ě	0110
blázín ek	0110
blaž i t	0110
blázn i t	0110
blázn iv á	0110
blázn iv é	0110
blázn iv ého	0110
blázn iv ý	0110
blázn ovstv í	0110
blázn ům	1010
blb ec	0110
blb nou t	0110
blech u	1010
bled á	1010
bled nou t	0110
bled ou	1010
bled ý	1010
bled ých	1010
blejsk á	1010
blek ot a t	1010
blept a t	1010
blept nou t	0110
blesk nou t	0110
blesk u	1010
blik a nec	1010
blik a t	1010
blik nou t	0110
bli nk a t	0110
blí t	1010
blíže	0110
blíz e k	1010
blíž í	1010
blíž i l	1010
blíž í m	1010
blíž í me	1010
blíž i t	1010
blíz k é	1010
blíz k o	1011
blíz k ost	0110
blíz k ost i	0110
blíz k ý	1010
blíz k ých	1010
bliž n ích	0110
bliž n ího	0110
bliz ouč k o	1011
bliž š í	1010
blog	1010
blok	1010
blok ová n y	0110
blok ova t	0110
blok ov ou	0110
blok u	1010
blok ů	1010
blok y	1010
blomkamp ův	0110
blonď at ý	0110
blondel	0110
bloud a	0110
bloud	0110
bloud e	0110
bloud i l a	1010
bloud i t	1010
bloum a t	1010
blouzn i l	1010
blouzn i t	1010
blouzn í v a n ý	0110
blud iště	0110
blud išt i	0110
blud ům	0110
blýsk a t	0110
blýsk nou t	0110
blyšt ě t	1010
bob eček	0110
bob eč k a	0110
bob eč k ovi	0110
bob eč k u	0110
bob ek	0110
bobrav a	0110
bobtn a t	1010
boch ník	1010
bochník u	1010
bod ák y	0110
bod a t	1010
bod	0110
bodejť	0110
bod em	1010
bod in y	0110
bod nou t	0110
bod ova t	0110
bod ů	0110
bod y	0110
boh a	1010
boh at á	1010
boh at é	1010
boh at ě	0110
boh at ého	1010
boh at ému	1010
boh at ě t	0110
boh at í	1010
boh at nou t	0110
boh at ou	1010
boh at š í	1010
boh at š ího	1010
boh at stv í	0110
boh at ý	1010
boh at ých	1010
boh at ými	1010
boh em	1010
bohem i a	0110
boh u	1010
boh ů	1010
boh u dík	1010
boh u lib ě	0110
bohu slav	0110
boh u žel	0110
boh yně	0110
boj	1010
boj e	1010
boj i	1010
boj í	0110
boj ích	1010
bo j í m	0110
bo j í me	0110
bo j í š	0110
bojkot ova t	0110
boj ova t	0110
bok at ě t	0110
bok	1010
bok u	1010
bol e l o	1011
bol e n í	0110
bol est	0110
bol est i	0110
bol est í	0110
bol est n é	0110
bol est n ě	0110
bol e t	1010
bol í	1010
bolív i e	0110
bolív i i	0110
bol n ému	0110
bol n ý	0110
bomb a	1010
bombaj e	0110
bombard ova t	0110
bombast	1010
boni fik ova t	1011
bonn u	0110
bor	1010
bordwell	0110
bor ek	0110
boř i t	1010
boř iv á	0110
bor k a	0110
bor k u	0110
bor ov ic e	0110
bor ov ic i	0110
bort i t	1010
bos a	0110
bošň ák	0110
bot a	1010
bot ách	1010
botan iz ova t	0110
bot	1010
bot iček	0110
bot y	1010
bouč ek	0110
bouch a t	1010
bouch nou t	0110
boud ě	1010
boud ou	1010
boudreau a	0110
boud u	1010
boud y	1010
bouk a t	1010
boul i t	1010
bour a	1010
bour a t	1010
bouř i	0110
bouř i t	0110
bour ou	1010
boutroux	0110
boutroux ov ou	0110
box	0110
box er	0110
box er k u	0110
box ova t	0110
božanov sk ý	0110
bož e	1010
bož í	0110
bož ího	0110
bož í m	0110
bož ín k u	0110
bož sk ého	0110
bož sk ém	0110
bož sk ý	0110
bož stv í	0110
bož stv o	0111
brách a	0110
brách o	0111
brach u	1010
brách ův	0110
bradley ův	0110
brad ou	1010
brad u	1010
brajgl	1010
brak ova t	0110
br a l a	0110
br a l	0110
brambor a	0110
brambor	0110
brán a	0110
bran	1010
brán i l a	1010
brán i l	1010
brán i t	1010
bran k a	0110
bran k ář	0110
bransouz e	0110
brašn ář	0110
brašn ář e	0110
br á t	0110
br á ti	0110
bratr anc i	0110
bratr anec	0110
bratr	1010
bratř en ě	0110
bratř i	0110
bratř íčk ova t	0110
bratř i t	0110
bratr ovi	0110
bratr y	1010
brázd i l	0110
brázd i t	0110
brazolet y	0110
brbl a t	1010
brd ečk o	0111
brebent í	1010
brebent i t	1010
breber k a	1010
brebt a t	1010
breč e l	1010
breč e l i	1010
breč e t	1010
břeh	1010
břeh ov é	0110
břeh ov ý	0110
břeh u	1010
brejl e	1010
brejl iček	1010
brejl ičk y	1010
brejl i t	1010
brek u	0110
brend ách	0110
brend	0110
brend y	0110
brept a l	1010
brept a t	1010
březn a	0110
březn ov ý	0110
břez ov ý	0110
břež sk ý	0110
břich at ě t	0110
břich em	1010
břich o	1011
bříd i t	1010
briggs	0110
briket ova t	0110
břink a čk a	0110
břink a t	1010
břink nou t	0110
bříš ek	0110
bříš k em	0110
bříš k o	0111
bříš k u	0110
břiš n í	0110
břiš n ím	0110
bristol	0110
brit án i e	0110
brit án i i	0110
british	0110
brit sk á	0110
brit sk é	0110
brit sk ý	0110
brit št í	0110
bříz e	1010
bríz ov ě	0110
bříz y	1010
brk a	0110
brk a t	1010
brk nou t	0110
brk ů	1010
brn a	0110
brn ě	1010
brn ě t	1010
brn k a t	1010
brn k nou t	0110
brn o	0111
brod ech	0110
brod í	1010
brod i t	1010
brod iv ost	0110
brod u	0110
broj i t	1010
brokát	1010
broktá em	0110
bronz ova t	0110
brouč ek	0110
brouk á	1010
brouk a t	1010
brouk	0110
brouk nou t	0110
brouk ů	1010
brouk y	1010
broumov a	0110
broumov ě	0110
broumov sk ý	0110
broumov sk ým	0110
brous i t	1010
brous í v a teln ost	0110
brouzd a t	1010
brown rigg	0110
brož ova t	0110
brožur a	1010
brr	0110
brrr	0110
brtn ic k y	0110
bruč e	0110
bruč e l	0110
bruč e l i	0110
bruč e t	0110
bruč í	0110
bruml a t	1010
brummell ův	0110
brunát n i t	0110
brusl i t	0110
brv ou	1010
brý	0110
bryč k ou	1010
brýl e	1010
brýl emi	1010
brynd a t	1010
brzd i t	0110
brzd y	1010
brz k ý	0110
brz o	1011
brzy	1010
bubble	0110
buben	1010
bubl á	1010
bubl a t	1010
bubn ech	1010
bubn ova t	0110
bubn y	1010
bubř e t	1010
bů	0110
bu bu bu	0110
buč e t	1010
buchar y	0110
buch a t	1010
buch c ova t	1010
buch et	1010
buch nou t	0110
buč í	1010
bucl at ě t	0110
buda	0110
buď	1010
bud e	1010
budeč sk é	0110
budějovic ích	0110
buděj ov ic k ý	0110
bud e me	1010
bud e š	1010
bud e te	1010
budiáf	0110
bud í	0110
bud i t	0110
bud í te	0110
bud iž	1010
bud iž k ni č emu	0110
bud k a	0110
bud k ám	0110
bud ou	1010
bud ouc í	0110
bud ouc ích	0110
bud ou c ího	0110
bud ouc ím	0110
bud ou c n ě	0110
bud ou c n ost	0110
bud ou c n ost i	0110
bud ova	0110
bud ova t	1010
bud ov ě	0110
bud ov y	0110
buď te	1010
buď to	0110
bud u	1010
bud uje	1010
budvar	1010
budweiser ov á	0110
buffin a	0110
buffin o	0111
buffin ovi	0110
buffn o	0111
buffo	1010
bůh	1010
bůh v í	0110
bůh v í c o	0111
bůh v í jak á	0110
bůh v í kd e	1010
buj e t	1010
buj n ě	0110
buj n ě t	0110
buj n í	0110
buj n ost i	0110
buj n ý	0110
buk	1010
bukurešt i	0110
bul ík ova t	0110
bulletin u	1010
bul teriér	1010
bul teriér y	1010
bumb a t	1010
bums	0110
buňk a	1010
buňk ách	1010
bur ác e l	1010
bur ác e t	1010
bur ác í	1010
bur c ova t	1010
burc uj íc í	0110
burdett ův	0110
burger	1010
buř in c e	0110
buřt u	0110
burz a	1010
burz e	1010
burz i án ů	0110
burz y	1010
business	0110
buš i t	1010
buter a	0110
buttul a	0110
bůů	0110
by	1010
by ch	1010
by chom	1010
bydl e l	1010
bydl e n í	0110
bydl e t	1010
bydl í	1010
bydl í m	1010
bydl í m e	1010
bydl i t	1010
bydl í te	1010
by l a	1010
by l	1010
by l i	1010
by l o	1011
by l y	1010
by s	1010
by ste	1010
bystř e	0110
bystr ič an k a	0110
bystř i t	0110
by t	0110
byť	0110
bý t	1010
by t ě	0110
by t í	0110
bý ti	1010
by t í m	0110
by t n é	0110
by t ost i	0110
by t ost í	0110
by t ov ému	0110
by t ov ý	0110
by t u	1010
byt ů	1010
by t y	1010
bý v á	0110
bý v a l a	0110
bý v a l	0110
bý v a l é	0110
bý v a l o	0111
bý v a l ý	0110
bý v a l ých	0110
bý v a t	0110
bý v á v a l y	0110
byznys	0110
bzik a t	1010
bzuč e n í	0110
bzuč e t	1010
bžunk nou t	1010
čáč a	0110
čachr ova t	1010
cacht a t	1010
các or k a	1010
čad i t	1010
caen	0110
caespitosum	0110
čah oun	1010
čaj	1010
čaj em	1010
čaj ov é	0110
cák a t	1010
cák l ost	0110
cák nou t	0110
čaloun i t	0110
čaloun ova t	0110
camr a t	1010
canc a t	1010
cane	0110
canon	0110
cap a t	1010
čap a t	1010
čáp	1010
čáp i	1010
čap l i	0110
cáp nou t	0110
čap nou t	0110
čár a	1010
cár a t	1010
čár a t	0110
cař i hrad ě	0110
čár k ova t	0110
čar o děj	1011
čar o krás n é	0111
čar ou	1010
čar ova l i	0110
čar ova t	0110
čár ov ý	0110
čas	1011
čas e	1010
čas em	1010
cash	0110
čas i t	1010
čáslav ě	0110
čas n ě	0110
čas n ého	0110
čas o pis ec k é	0111
čas o pis u	1011
čas ova t	0110
čas ov é	0110
čas ov ě	0110
čas ov ému	0110
čas ov ým	0110
část	1010
část c e	0110
část ech	1010
část eč n ě	0110
část eč n ými	0110
čast ěji	0110
část ek	0110
část i	1010
část í	1010
část ic e	0110
část k a	0110
část k u	0110
část k y	0110
castle	0110
část mi	1010
čast o	0111
čast ova t	1010
castrogiovanni	0110
čast ý	1010
čas u	1010
čas ů	1010
cas us	1010
cas y	1010
čas y	1010
caud a	0110
causa	1010
čchi	0110
ccitt	0110
cé	0110
čech ách	0110
čech iz ova t	0110
čechov a	0110
čechr a t	1010
čech y	0110
cé dá v a n ost	0110
ced i t	1010
ced ova t	1010
cedr ov ého	0110
cedul e	1010
cedul k a	0110
čegan	1010
č eho	0110
č eho ž	0110
čehy	0110
cejch ova t	0110
ček á	1010
ček aj í	1010
ček a l a	1010
ček a l	1010
ček a l i	1010
ček a l o	1011
ček á m	1010
ček á me	1010
ček á n í	0110
ček a t	1010
ček a ti	1010
ček ej te	1010
cek nou t	0110
cel a	1010
cel á	1010
čel a	1010
čelakovic	0110
cel	1010
celebr ova t	1010
cel e	0110
cel é	1010
čel e	1010
čeled ín y	0110
cel ého	1010
cel ek	0110
cel ém	1010
cel í	1010
čelist i	0110
čel i t	0110
celk em	0110
cel k ov á	0110
cel k ov é	0110
celk ov ém	0110
cel k ov ou	0110
celk ov ý	0110
cel k y	0110
cell o	1011
cel n í	0110
cel n ík y	0110
čel o	1011
cel o hlin ík ov ý	1011
cel o stát n ím	1011
cel ost	0110
cel o svět ov é	1011
cel ou	1010
cel ova t	1010
cel o ži v ot n í	1011
celsi a	0110
cel u	1010
cel y	1010
cel ý	1010
cel ých	1010
cel ým	1010
č em	0110
cement	1010
cement ova t	0110
cement u	1010
č em koli	0110
č emu	0110
č emu pak	0110
cen a	1010
cen ách	1010
cen	1010
cen ě	0110
cen ěn á	0110
